contractor,month,row,level,block,waste,CF2,CF3,cr-cf2,cr-cf3,cr-oxid,cr-sum,CF3-LP,OXID,ton,sum
700,8,37,1135,EL841-1135,0,6,155,0,57,0,57,0,0,22890,218
700,8,38,1255,E15095-1255,229,187,5,22,0,0,22,0,0,45370,443
700,8,39,1495,E15100-1495,205,0,0,0,0,0,0,0,0,20500,205
700,8,40,1495,E15093-1495,230,0,0,0,0,0,0,0,0,23000,230
700,8,41,1180,E15037-1180T,130,0,0,0,0,0,0,0,0,13000,130
700,8,42,1165,E15104-1165M,2,0,63,0,193,0,193,0,0,27080,258
700,8,43,1150,E15033-1150M,40,22,2,0,0,0,0,0,0,6520,64
700,8,44,1135,EL843-1135,0,0,4,0,16,0,16,0,0,2100,20
700,8,45,1135,E15094-1135M,10,23,100,0,244,0,244,0,0,39535,377
700,8,46,1255,E15105-1255T,365,225,1,378,0,0,378,0,0,99920,969
700,8,47,1135,E15108-1135T,0,40,27,191,10,0,201,0,0,28140,268
700,8,48,1480,E15077-1480,361,1,0,0,0,0,0,0,0,36205,362
700,8,49,1210,E15079-1210,113,11,0,0,0,0,0,0,0,12455,124
700,8,50,1480,E15082-1480,202,0,0,0,0,0,0,0,0,20200,202
700,8,51,1135,E15112-1135M,43,33,24,104,46,0,150,0,0,26035,250
700,8,52,1180,E14988-1180,56,0,0,4,0,0,4,0,0,6020,60
700,8,53,1480,E15123-1480,590,0,0,0,0,0,0,0,0,59000,590
700,8,54,1210,E15058-1210A,91,0,0,0,1,0,1,0,0,9205,92
700,8,55,1120,E15117-1120,0,0,0,0,10,0,10,0,0,1050,10
700,8,56,1165,E15110-1165T,90,17,0,43,0,0,43,0,0,15300,150
700,8,57,1255,E15118-1255,9,154,106,73,127,0,200,0,0,49200,469
700,8,58,1135,E15120-1135T,45,24,42,54,138,0,192,0,0,31590,303
700,8,59,1480,E15127-1480M,130,0,0,0,0,0,0,0,0,13000,130
700,9,1,1510,Other-1510,295,34,0,0,0,0,0,0,0,33070,329
700,9,2,1450,Other-1450,27,0,0,0,0,0,0,0,0,2700,27
700,9,3,1450,West-Dump,44,0,0,0,0,0,0,0,0,4400,44
700,9,4,1480,Other-1480,2778,26,0,0,0,0,0,0,0,280530,2804
700,9,5,1135,E14983-1135,37,4,0,0,0,0,0,0,0,4120,41
700,9,6,1135,E15038-1135M,93,0,0,0,0,0,0,0,0,9300,93
700,9,7,1165,E15104-1165M,50,27,124,93,336,0,429,0,0,65900,630
700,9,8,1150,E15033-1150M,43,18,0,0,0,0,0,0,0,6190,61
700,9,9,1135,E15112-1135M,43,25,15,14,28,0,42,0,0,12910,125
700,9,10,1120,E15117-1120,34,17,11,7,26,0,33,0,0,9805,95
700,9,11,1165,E15110-1165T,283,4,1,10,0,0,10,0,0,29875,298
700,9,12,1255,E15118-1255,54,98,53,53,43,0,96,0,0,31335,301
700,9,13,1135,E15120-1135T,38,99,19,10,11,0,21,0,0,18395,177
700,9,14,1480,E15127-1480M,623,0,0,0,0,0,0,0,0,62300,623
700,9,15,1165,E15143-1165M,216,0,4,0,0,0,0,0,0,22020,220
700,9,16,1135,E15111-1135T,0,0,102,0,184,0,184,0,0,30030,286
700,9,17,1255,E15142-1255M,232,143,46,146,17,0,163,0,0,60160,584
700,9,18,1480,E15146-1480M,645,3,0,0,0,0,0,0,0,64815,648
700,9,19,1255,E14968-1255T,30,81,24,313,99,0,412,0,0,57285,547
700,9,20,1120,E15124-1120M,0,0,190,0,134,0,134,0,0,34020,324
700,9,21,1135,EL845-1135T,2,6,7,0,77,0,77,0,0,9650,92
700,9,22,1480,E15158-1480M,501,17,0,0,0,0,0,0,0,51885,518
700,9,23,1480,E15160-1480T,230,0,0,0,0,0,0,0,0,23000,230
700,9,24,1135,E15141-1135T,0,41,20,178,101,0,279,0,0,35700,340
700,9,25,1165,E15147-1165M,388,0,2,0,13,0,13,0,0,40375,403
700,9,26,1495,E15181-1495,294,0,0,0,0,0,0,0,0,29400,294
700,9,27,1165,E15156-1165M,23,18,97,115,266,0,381,0,0,54380,519
700,9,28,1255,E15182-1255,0,64,49,351,268,0,619,0,0,76860,732
700,9,29,1135,E15152-1135T,68,54,1,99,7,0,106,0,0,23705,229
700,9,30,1120,E15154-1120M,0,11,218,35,292,0,327,0,0,58380,556
700,9,31,1255,E15185-1255,439,80,0,0,2,0,2,0,0,52510,521
700,9,32,1480,E15184-1480,1230,40,0,0,0,0,0,0,0,127200,1270
700,9,33,1135,E15155-1135T,104,53,19,62,55,0,117,0,0,30245,293
700,9,34,1120,E15193-1120M,4,0,52,0,317,0,317,0,0,39145,373
700,9,35,1165,E15212-1165M,439,0,0,0,0,0,0,0,0,43900,439
700,9,36,1255,E15159-1255T,190,0,0,0,0,0,0,0,0,19000,190
700,9,37,1255,E15215-1255,395,4,0,0,0,0,0,0,0,39920,399
700,9,38,1120,E15216-1120,12,21,73,15,183,0,198,0,0,31860,304
700,9,39,1480,E15191-1480M,733,1,0,0,0,0,0,0,0,73405,734
700,9,40,1135,EL849-1135,0,0,1,0,44,0,44,0,0,4725,45
700,9,41,1255,E15211-1255T,522,0,0,0,0,0,0,0,0,52200,522
700,9,42,1480,E15197-1480A,145,0,0,0,0,0,0,0,0,14500,145
700,9,43,1135,E15213-1135T,0,10,7,0,98,0,98,0,0,12075,115
700,9,44,1120,E15222-1120M,0,0,19,0,179,0,179,0,0,20790,198
700,9,45,1120,E15241-1120,0,0,32,0,144,0,144,0,0,18480,176
700,9,46,1480,E15195-1480M,119,0,0,0,0,0,0,0,0,11900,119
700,10,1,1510,Other-1510,291,0,0,0,0,0,0,0,0,29100,291
700,10,2,1450,West-Dump,36,0,0,0,0,0,0,0,0,3600,36
700,10,3,1210,Other-1210,57,3,0,0,0,0,0,0,0,6015,60
700,10,4,1150,Other-1150,24,0,0,0,0,0,0,0,0,2400,24
700,10,5,1495,Other-1495,2247,0,0,0,0,0,0,0,0,224700,2247
700,10,6,1480,Other-1480,2496,2,0,0,0,0,0,0,0,249810,2498
700,10,7,1165,E15104-1165M,10,17,0,0,1,0,1,0,0,2890,28
700,10,8,1255,E14968-1255T,31,55,3,0,4,0,4,0,0,9610,93
700,10,9,1165,E15156-1165M,4,18,8,0,0,0,0,0,0,3130,30
700,10,10,1255,E15182-1255,14,37,0,78,0,0,78,0,0,13475,129
700,10,11,1135,E15152-1135T,65,73,3,0,0,0,0,0,0,14480,141
700,10,12,1255,E15185-1255,40,0,0,0,0,0,0,0,0,4000,40
700,10,13,1255,E15159-1255T,412,5,0,0,0,0,0,0,0,41725,417
700,10,14,1255,E15215-1255,148,0,0,0,0,0,0,0,0,14800,148
700,10,15,1120,E15216-1120,0,36,48,99,11,0,110,0,0,20370,194
700,10,16,1255,E15211-1255T,54,0,0,0,0,0,0,0,0,5400,54
700,10,17,1135,E15213-1135T,0,19,32,69,1,0,70,0,0,12705,121
700,10,18,1120,E15222-1120M,0,0,35,0,165,0,165,0,0,21000,200
700,10,19,1480,E15223-1480M,629,0,0,0,0,0,0,0,0,62900,629
700,10,20,1480,E15195-1480M,719,0,0,0,0,0,0,0,0,71900,719
700,10,21,1150,E15244-1150M,326,1,0,1,1,0,2,0,0,32915,329
700,10,22,1120,E15243-1120M,2,5,43,0,378,0,378,0,0,44930,428
700,10,23,1150,E15245-1150,432,0,0,0,0,0,0,0,0,43200,432
700,10,24,1480,E15224-1480M,1260,0,0,0,0,0,0,0,0,126000,1260
700,10,25,1255,E15218-1255,706,16,0,0,1,0,1,0,0,72385,723
700,10,26,1120,E15253-1120,5,3,65,0,173,0,173,0,0,25805,246
700,10,27,1120,E15250--1120M,0,0,99,0,398,0,398,0,0,52185,497
700,10,28,1255,E15256-1255T,573,2,0,0,0,0,0,0,0,57510,575
700,10,29,1120,E15258-1120,0,0,23,0,263,0,263,0,0,30030,286
700,10,30,1480,E15204-1480,266,0,0,0,0,0,0,0,0,26600,266
700,10,31,1135,EL851-1135,0,37,21,145,0,0,145,0,0,21315,203
700,10,32,1480,E15205-1480A,119,0,0,0,0,0,0,0,0,11900,119
700,10,33,1255,E15246-1255T,144,32,1,186,0,0,186,0,0,37395,363
700,10,34,1255,E15252-1255T,0,69,10,264,34,0,298,0,0,39585,377
700,10,35,1480,E15202-1480,163,0,0,0,0,0,0,0,0,16300,163
700,10,36,1120,E15260-1120M,0,0,96,4,262,0,266,0,0,38010,362
700,10,37,1150,E15284-1150M,404,2,0,0,0,0,0,0,0,40610,406
700,10,38,1135,E15288-1135M,52,31,3,13,24,0,37,0,0,12655,123
700,10,39,1120,E15290-1120,48,32,17,93,30,0,123,0,0,22860,220
700,10,40,1480,E15295-1480T,308,0,0,0,0,0,0,0,0,30800,308
700,10,41,1480,E15249-1480M,752,0,0,0,0,0,0,0,0,75200,752
700,10,42,1165,E15297-1165M,43,28,42,100,277,0,377,0,0,51235,490
700,10,43,1135,E15293-1135M,97,25,0,49,0,0,49,0,0,17470,171
700,10,44,1255,EL852-1255,7,88,26,13,21,0,34,0,0,16240,155
700,10,45,1120,E15304-1120,44,1,0,7,0,0,7,0,0,5240,52
700,10,46,1255,E15281-1255,400,19,0,0,0,0,0,0,0,41995,419
700,10,47,1150,EL853-1150M,180,0,1,0,1,0,1,0,0,18210,182
700,10,48,1165,E15309-1165,66,37,0,168,0,0,168,0,0,28125,271
700,11,1,1255,Other-1255,0,6,0,1,0,0,1,0,0,735,7
700,11,2,1450,Other-1450,27,0,0,0,0,0,0,0,0,2700,27
700,11,3,1240,other-1240,113,0,0,0,0,0,0,0,0,11300,113
700,11,4,1225,Other-1225,61,0,0,0,0,0,0,0,0,6100,61
700,11,5,1180,Other-1180,25,8,0,0,0,0,0,0,0,3340,33
700,11,6,1165,other-1165,0,12,0,0,0,0,0,0,0,1260,12
700,11,7,1150,Other-1150,41,0,0,0,0,0,0,0,0,4100,41
700,11,8,1135,other-1135,16,23,0,1,7,0,8,0,0,4855,47
700,11,9,1480,Other-1480,1597,0,0,0,0,0,0,0,0,159700,1597
700,11,10,1150,E15244-1150M,91,0,0,0,0,0,0,0,0,9100,91
700,11,11,1480,E15224-1480M,108,0,0,0,0,0,0,0,0,10800,108
700,11,12,1150,E15284-1150M,45,0,0,0,0,0,0,0,0,4500,45
700,11,13,1120,Other-1120,0,1,19,0,0,0,0,0,0,2100,20
700,11,14,1135,E15293-1135M,215,0,0,0,0,0,0,0,0,21500,215
700,11,15,1255,EL852-1255,0,36,0,35,0,0,35,0,0,7455,71
700,11,16,1120,E15304-1120,240,51,9,21,0,0,21,0,0,32505,321
700,11,17,1255,E15281-1255,156,0,0,0,0,0,0,0,0,15600,156
700,11,18,1150,EL853-1150M,137,0,0,0,0,0,0,0,0,13700,137
700,11,19,1165,E15309-1165,41,82,0,9,0,0,9,0,0,13655,132
700,11,20,1150,E15313-1150,249,60,2,49,18,0,67,0,0,38445,378
700,11,21,1135,EL854-1135,23,28,6,6,41,0,47,0,0,10805,104
700,11,22,1255,E15188-1255T,366,0,0,0,0,0,0,0,0,36600,366
700,11,23,1135,E15318-1135M,402,127,4,83,12,0,95,0,0,63930,628
700,11,24,1480,E15303-1480M,660,0,0,0,0,0,0,0,0,66000,660
700,11,25,1465,E15240-1465,347,0,0,0,0,0,0,0,0,34700,347
700,11,26,1255,E15287-1255T,729,0,0,0,0,0,0,0,0,72900,729
700,11,27,1480,E15257-1480M,626,0,0,0,0,0,0,0,0,62600,626
700,11,28,1465,Other-1465,5,0,0,0,0,0,0,0,0,500,5
700,11,29,1150,E15331-1150T,366,1,0,0,0,0,0,0,0,36705,367
700,11,30,1480,E15312-1480M,416,0,0,0,0,0,0,0,0,41600,416
700,11,31,1255,E15283-1255T,475,0,0,0,0,0,0,0,0,47500,475
700,11,32,1255,E15292-1255T,338,0,0,0,0,0,0,0,0,33800,338
700,11,33,1480,E15336-1480M,361,0,0,0,0,0,0,0,0,36100,361
700,11,34,1255,E15306-1255,46,0,0,0,0,0,0,0,0,4600,46
700,11,35,1135,E14340-1135,0,0,16,0,70,0,70,0,0,9030,86
700,11,36,1480,E15337-1480T,287,0,0,0,0,0,0,0,0,28700,287
700,11,37,1120,EL856-1120,0,4,42,1,35,0,36,0,0,8610,82
700,11,38,1135,E15333-1135M,662,20,0,7,0,0,7,0,0,69035,689
700,11,39,1465,E15341-1465,508,0,0,0,0,0,0,0,0,50800,508
700,11,40,1480,E15338-1480,508,0,0,0,0,0,0,0,0,50800,508
700,11,41,1165,E15367-1165,264,0,0,0,0,0,0,0,0,26400,264
700,11,42,1255,E15262-1255T,26,0,0,0,0,0,0,0,0,2600,26
700,11,43,1240,E15314-1240T,333,0,0,0,0,0,0,0,0,33300,333
700,11,44,1240,E15315-1240,171,6,0,9,0,0,9,0,0,18675,186
700,11,45,1450,E15365-1450M,434,0,0,0,0,0,0,0,0,43400,434
700,11,46,1165,E15372-1165,225,0,0,0,0,0,0,0,0,22500,225
700,11,47,1135,E15373-1135M,61,0,0,0,0,0,0,0,0,6100,61
700,11,48,1120,EL855-1120,0,0,112,0,0,0,0,0,0,11760,112
700,11,49,1450,E15366-1450M,114,0,0,0,0,0,0,0,0,11400,114
700,11,50,1240,E15332-1240,82,0,0,0,0,0,0,0,0,8200,82
700,11,51,1150,E15382-1150,37,19,0,56,0,0,56,0,0,11575,112
700,11,52,1165,E15368-1165T,0,23,34,72,64,0,136,0,0,20265,193
700,11,53,1120,EL859-1120,0,0,142,0,8,0,8,0,0,15750,150
700,11,54,1165,E15362-1165T,0,2,5,20,7,0,27,0,0,3570,34
700,11,55,1480,E15383-1480,325,0,0,0,0,0,0,0,0,32500,325
700,11,56,1450,E15374-1450,503,0,0,0,0,0,0,0,0,50300,503
700,11,57,1165,E15384-1165,268,0,0,0,0,0,0,0,0,26800,268
700,11,58,1165,E15350-1165A,0,0,5,0,27,0,27,0,0,3360,32
700,11,59,1120,EL860-1120,0,19,83,0,46,0,46,0,0,15540,148
700,11,60,1120,EL861-1120,0,4,8,43,14,0,57,0,0,7245,69
700,12,1,1450,Other-1450,0,1,0,0,0,0,0,0,0,105,1
700,12,2,1,West-Dump,9,0,0,0,0,0,0,0,0,900,9
700,12,3,1150,Other-1150,84,0,0,0,0,0,0,0,0,8400,84
700,12,4,1150,E15284-1150M,94,0,0,0,0,0,0,0,0,9400,94
700,12,5,1240,E15315-1240,470,9,0,0,0,0,0,0,0,47945,479
700,12,6,1150,E15382-1150,81,25,3,46,19,0,65,0,0,17865,174
700,12,7,1165,E15368-1165T,1,121,2,307,8,0,315,0,0,46090,439
700,12,8,1480,E15383-1480,141,0,0,0,0,0,0,0,0,14100,141
700,12,9,1450,E15374-1450M,146,0,0,0,0,0,0,0,0,14600,146
700,12,10,1165,E15384-1165,45,0,0,0,0,0,0,0,0,4500,45
700,12,11,1120,EL861-1120,0,0,93,0,118,0,118,0,0,22155,211
700,12,12,1450,E15387-1450,798,25,0,0,0,0,0,0,0,82425,823
700,12,13,1480,E15389-1480T,332,0,0,0,0,0,0,0,0,33200,332
700,12,14,1120,EL862-1120M,48,19,81,7,87,0,94,0,0,25170,242
700,12,15,1165,E15393-1165T,0,11,119,2,17,0,19,0,0,15645,149
700,12,16,1450,E15369-1450T,986,3,0,0,0,0,0,0,0,98915,989
700,12,17,1120,EL863-1120,0,0,140,0,81,0,81,0,0,23205,221
700,12,18,1465,E15395-1465,250,0,0,0,0,0,0,0,0,25000,250
700,12,19,1240,E15316-1240T,632,5,0,0,0,0,0,0,0,63725,637
700,12,20,1165,E15375-1165T,4,48,156,142,620,0,762,0,0,101830,970
700,12,21,1135,E15386-1135M,38,0,0,0,0,0,0,0,0,3800,38
700,12,22,1240,E15419-1240T,153,233,0,26,0,0,26,0,0,42495,412
700,12,23,1450,E15417-1450M,284,0,0,0,0,0,0,0,0,28400,284
700,12,24,1450,E15420-1450,254,1,0,0,0,0,0,0,0,25505,255
700,12,25,1150,E15411-1150M,204,22,66,28,37,0,65,0,0,36465,357
700,12,26,1450,E15421-1450M,746,1,0,0,0,0,0,0,0,74705,747
700,12,27,1450,E15416-1450M,755,2,0,0,0,0,0,0,0,75710,757
700,12,28,1165,E15381-1165,2,7,44,59,173,0,232,0,0,29915,285
700,12,29,1120,EL867-1120T,4,0,91,0,179,0,179,0,0,28750,274
700,12,30,1165,E15404-1165A,31,0,0,0,0,0,0,0,0,3100,31
700,12,31,1165,E15427-1165T,0,32,183,10,77,0,87,0,0,31710,302
700,12,32,1240,E15385-1240T,54,36,0,130,0,0,130,0,0,22830,220
700,12,33,1240,E15450-1240M,0,41,33,94,11,0,105,0,0,18795,179
700,12,34,1450,E15448-1450M,300,0,0,1,0,0,1,0,0,30105,301
700,12,35,1165,E15449-1165T,29,81,5,157,0,0,157,0,0,28415,272
700,12,36,1450,E15423-1450M,500,0,0,1,0,0,1,0,0,50105,501
700,12,37,1150,E15425-1150M,121,12,0,0,0,0,0,0,0,13360,133
700,12,38,1240,E15458-1240,0,8,20,13,123,0,136,0,0,17220,164
700,12,39,1120,E15464-1120,0,0,60,0,182,0,182,0,0,25410,242
700,12,40,1240,E15466-1240,45,6,0,20,0,0,20,0,0,7230,71
700,12,41,1450,E15462-1450T,83,22,0,161,1,0,162,0,0,27620,267
700,12,42,1165,E15463-1165T,50,4,20,4,118,0,122,0,0,20330,196
700,12,43,1135,E15467-1135M,86,0,0,0,0,0,0,0,0,8600,86
700,12,44,1240,E15470-1240,0,40,1,143,4,0,147,0,0,19740,188
