contractor,month,row,level,block,waste,CF2,CF3,cr-cf2,cr-cf3,cr-oxid,cr-sum,CF3-LP,OXID,ton,sum
742,4,17,1315,E14666-1315T,0,1,144,0,78,0,78,0,0,21060,223
742,4,18,1525,E14681-1525,314,0,0,0,0,0,0,0,0,24300,314
742,4,19,1285,E14665-1285T,326,0,0,0,0,0,0,0,0,25275,326
742,4,20,1510,E14678-1510T,209,0,0,0,0,0,0,0,0,16250,209
742,4,21,1510,E14683-1510T,320,0,0,0,0,0,0,0,0,24700,320
742,4,22,1525,E14668-1525T,450,0,0,0,0,0,0,0,0,34675,450
742,4,23,1510,E14699-1510,179,0,0,0,0,0,0,0,0,14200,179
742,4,24,1300,E14677-1300T,568,0,0,0,0,0,0,0,0,48500,568
742,4,25,1195,E14680-1195T,0,4,262,0,128,0,128,0,0,36665,394
742,4,26,1285,E14700-1285,274,0,0,0,0,0,0,0,0,20600,274
742,4,27,1540,EL791-1540,18,0,0,0,0,0,0,0,0,1400,18
742,4,28,1540,E14638-1540,32,0,0,0,0,0,0,0,0,2400,32
742,4,29,1540,E14724-1540,106,0,0,0,0,0,0,0,0,7950,106
742,4,30,1300,14583-1300,176,0,0,0,0,0,0,0,0,13200,176
742,4,31,1540,EL793-1540,104,0,0,0,0,0,0,0,0,7825,104
742,4,32,1300,E14562-1300M,60,0,0,0,0,0,0,0,0,4575,60
742,4,33,1285,E14728-1285,400,0,0,0,0,0,0,0,0,30825,400
742,4,34,1525,EL792-1525,73,0,0,0,0,0,0,0,0,6225,73
742,4,35,1285,E14731-1285,314,0,0,0,0,0,0,0,0,25925,314
742,4,36,1510,E14702-1510T,125,0,0,0,0,0,0,0,0,10525,125
742,4,37,1510,E14733-1510T,290,0,0,0,0,0,0,0,0,22300,290
742,4,38,1540,E14737-1540T,511,0,0,0,0,0,0,0,0,41250,511
742,4,39,1195,E14721-1195T,16,29,361,0,172,0,172,0,0,52770,578
742,4,40,1300,E14489-1300A,68,1,0,0,0,0,0,0,0,5180,69
742,4,41,1510,EL795-1510,116,0,0,0,0,0,0,0,0,9775,116
742,4,42,1300,E14729-1300,163,211,53,30,3,0,33,0,0,37455,460
742,4,43,1300,E14569-1300T,197,0,0,0,0,0,0,0,0,16050,197
742,4,44,1540,E14739-1540,828,0,0,0,0,0,0,0,0,64425,828
742,4,45,1195,E14743-1195,241,0,5,0,8,0,8,0,0,21045,254
742,4,46,1300,E14732-1300,519,11,0,0,0,0,0,0,0,41390,530
742,4,47,1300,E14586-1300T,132,0,0,0,0,0,0,0,0,10625,132
742,4,48,1300,E14577-1300T,111,1,0,0,0,0,0,0,0,9265,112
742,4,49,1510,E14741-1510,175,0,0,0,0,0,0,0,0,13150,175
742,4,50,1300,E14588-1300T,72,0,0,0,0,0,0,0,0,5825,72
742,4,51,1510,E14742-1510,41,0,0,0,0,0,0,0,0,3075,41
742,4,52,1525,E14749-1525,46,0,0,0,0,0,0,0,0,3450,46
742,4,53,1510,EL797-1510,142,0,0,0,0,0,0,0,0,12475,142
742,4,54,1300,E14778-1300,50,0,0,0,0,0,0,0,0,3775,50
742,5,1,1510,other-1510,2285,0,0,0,0,0,0,0,0,180025,2285
742,5,2,1525,other-1525,46,0,0,0,0,0,0,0,0,3475,46
742,5,3,1450,West Dump,1,0,0,0,0,0,0,0,0,75,1
742,5,4,1195,E14528-1195,5,0,0,0,0,0,0,0,0,375,5
742,5,5,1300,E14729-1300,177,73,5,0,0,0,0,0,0,21990,255
742,5,6,1195,E14743-1195,78,0,0,0,0,0,0,0,0,6925,78
742,5,7,1525,E14749-1525,206,0,0,0,0,0,0,0,0,16600,206
742,5,8,1510,EL797-1510,435,0,0,0,0,0,0,0,0,33375,435
742,5,9,1300,E14778-1300,663,0,0,0,0,0,0,0,0,56500,663
742,5,10,1525,E14774-1525T,572,0,0,0,0,0,0,0,0,44800,572
742,5,11,1300,E14783-1300T,246,0,0,0,0,0,0,0,0,18975,246
742,5,12,1510,E14781-1510,211,0,0,0,0,0,0,0,0,17725,211
742,5,13,1525,EL798-1525T,254,0,0,0,0,0,0,0,0,19050,254
742,5,14,1510,E14772-1510,248,0,0,0,0,0,0,0,0,20900,248
742,5,15,1285,E14745-1285,41,0,0,0,0,0,0,0,0,3225,41
742,5,16,1285,E14751-1285T,577,0,0,0,0,0,0,0,0,45950,577
742,5,17,1300,E14784-1300T,237,0,0,0,0,0,0,0,0,20000,237
742,5,18,1525,EL799-1525,175,0,0,0,0,0,0,0,0,14800,175
742,5,19,1510,EL800-1510,318,0,0,0,0,0,0,0,0,26225,318
742,5,20,1285,E14785-1285T,8,0,0,0,0,0,0,0,0,600,8
742,5,21,1285,E14789-1285T,468,0,0,0,0,0,0,0,0,37100,468
742,5,22,1195,E14747-1195,203,0,0,0,0,0,0,0,0,18050,203
742,5,23,1285,E14815-1285T,498,0,0,0,0,0,0,0,0,37950,498
742,5,24,1285,E14791-1285T,442,0,0,0,0,0,0,0,0,39650,442
742,5,25,1525,E14816-1525,275,0,0,0,0,0,0,0,0,23600,275
742,5,26,1195,E14786-1195T,363,0,0,0,0,0,0,0,0,33025,363
742,5,27,1525,E14793-1525T,615,0,0,0,0,0,0,0,0,49600,615
742,5,28,1510,E14830-1510T,284,0,0,0,0,0,0,0,0,22700,284
742,5,29,1285,E14820-1285,501,1,0,0,0,0,0,0,0,42030,502
742,5,30,1510,EL803-1510T,125,0,0,0,0,0,0,0,0,11375,125
742,5,31,1285,E14777-1285T,577,0,0,0,0,0,0,0,0,48750,577
742,5,32,1510,E14835-1510T,491,0,0,0,0,0,0,0,0,42975,491
742,5,33,1285,E14823-1285T,235,0,0,0,0,0,0,0,0,17825,235
742,5,34,1525,EL804-1525,147,0,0,0,0,0,0,0,0,11050,147
742,5,35,1510,E14824-1510T,191,0,0,0,0,0,0,0,0,16025,191
742,5,36,1525,E14825-1525T,366,0,0,0,0,0,0,0,0,28200,366
742,5,37,1510,EL806-1510,101,0,0,0,0,0,0,0,0,9400,101
742,5,38,1495,E14862-1495,299,0,0,0,0,0,0,0,0,23575,299
742,5,39,1285,E14865-1285,53,0,0,0,0,0,0,0,0,3975,53
742,5,40,1510,E14870-1510,73,0,0,0,0,0,0,0,0,5800,73
742,6,1,1510,other-1510,855,4,0,0,0,0,0,0,0,66670,859
742,6,2,1300,E14784-1300T,7,0,0,0,0,0,0,0,0,525,7
742,6,3,1195,E14786-1195T,16,0,0,0,0,0,0,0,0,1475,16
742,6,4,1285,E14820-1285,53,0,0,0,0,0,0,0,0,4725,53
742,6,5,1285,E14777-1285T,171,0,0,0,0,0,0,0,0,15000,171
742,6,6,1285,E14823-1285T,57,0,0,0,0,0,0,0,0,4925,57
742,6,7,1510,E14824-1510T,156,0,0,0,0,0,0,0,0,12500,156
742,6,8,1495,E14862-1495,56,0,0,0,0,0,0,0,0,4200,56
742,6,9,1285,E14865-1285,484,0,0,0,0,0,0,0,0,36625,484
742,6,10,1510,E14870-1510,69,0,0,0,0,0,0,0,0,5175,69
742,6,11,1510,E14863-1510,159,0,0,0,0,0,0,0,0,12425,159
742,6,12,1525,E14864-1525,502,0,0,0,0,0,0,0,0,41275,502
742,6,13,1510,E14819-1510T,142,0,0,0,0,0,0,0,0,11350,142
742,6,14,1495,E14869-1495M,680,0,0,0,0,0,0,0,0,54050,680
742,6,15,1270,E14868-1270T,652,0,0,0,0,0,0,0,0,56075,652
742,6,16,1510,EL805-1510T,121,0,0,0,0,0,0,0,0,9250,121
742,6,17,1510,EL807-1510T,258,0,0,0,0,0,0,0,0,20425,258
742,6,18,1270,E14871-1270T,291,0,0,0,0,0,0,0,0,23875,291
742,6,19,1510,E14880-1510,281,0,0,0,0,0,0,0,0,21825,281
742,6,20,1270,E14882-1270,201,0,0,0,0,0,0,0,0,16400,201
742,6,21,1510,E14884-1510T,563,0,0,0,0,0,0,0,0,46425,563
742,6,22,1285,E14881-1285T,534,1,0,0,0,0,0,0,0,40830,535
742,6,23,1285,E14888-1285T,156,0,0,0,0,0,0,0,0,11775,156
742,6,24,1270,E14879-1270,276,0,0,0,0,0,0,0,0,23725,276
742,6,25,1510,E14890-1510T,303,0,0,0,0,0,0,0,0,23425,303
742,6,26,1525,EL810-1525,124,0,0,0,0,0,0,0,0,9450,124
742,6,27,1270,E14891-1270T,116,0,0,0,0,0,0,0,0,9750,116
742,6,28,1495,E14877-1495M,1425,0,0,0,0,0,0,0,0,121200,1425
742,6,29,1270,E14911-1270T,435,0,0,0,0,0,0,0,0,36625,435
742,6,30,1270,E14918-1270,250,0,0,0,0,0,0,0,0,19025,250
742,6,31,1270,E14921-1270,520,0,0,0,0,0,0,0,0,45525,520
742,6,32,1510,EL812-1510,106,0,0,0,0,0,0,0,0,8025,106
742,6,33,1255,E14922-1255,536,0,0,0,0,0,0,0,0,41150,536
742,6,34,1270,E14924-1270,317,0,0,0,0,0,0,0,0,28350,317
742,6,35,1510,E14876-1510T,888,1,0,0,0,0,0,0,0,68180,889
742,6,36,1510,E14912-1510T,308,0,0,0,0,0,0,0,0,24175,308
742,6,37,1285,E14930-1285,216,0,0,0,0,0,0,0,0,16225,216
742,6,38,1270,E14928-1270,434,0,0,0,0,0,0,0,0,37475,434
742,6,39,1495,E14913-1495T,392,0,0,0,0,0,0,0,0,31050,392
742,6,40,1270,E14937-1270,43,0,0,0,0,0,0,0,0,3675,43
742,6,41,1255,E14931-1255,100,0,0,0,0,0,0,0,0,7825,100
742,6,42,1510,E14917-1510T,96,0,0,0,0,0,0,0,0,7675,96
742,6,43,1270,E14936-1270,46,3,0,0,0,0,0,0,0,4140,49
742,7,1,1510,other-1510,487,0,0,0,0,0,0,0,0,40050,487
742,7,2,1495,other-1495,33,0,0,0,0,0,0,0,0,2575,33
742,7,3,1450,West Dump,0,2,0,0,0,0,0,0,0,185,2
742,7,4,1270,other-1270,0,1,0,0,0,0,0,0,0,105,1
742,7,5,1270,E14928-1270,99,0,0,0,0,0,0,0,0,7450,99
742,7,6,1495,E14913-1495T,236,0,0,0,0,0,0,0,0,19950,236
742,7,7,1255,E14931-1255,33,0,0,0,0,0,0,0,0,2475,33
742,7,8,1510,E14917-1510T,743,0,0,0,0,0,0,0,0,57350,743
742,7,9,1270,E14936-1270,378,19,0,0,0,0,0,0,0,34570,397
742,7,10,1495,E14941-1495T,274,0,0,0,0,0,0,0,0,20825,274
742,7,11,1285,E14961-1285T,102,0,0,0,0,0,0,0,0,7850,102
742,7,12,1285,E14964-1285T,222,0,0,0,0,0,0,0,0,16750,222
742,7,13,1270,E14939-1270T,271,373,4,166,0,0,166,0,0,75090,814
742,7,14,1495,E14969-1495,586,0,0,0,0,0,0,0,0,50125,586
742,7,15,1255,E14947-1255,220,0,0,0,0,0,0,0,0,16700,220
742,7,16,1510,EL821-1510,152,0,0,0,0,0,0,0,0,11425,152
742,7,17,1510,EL822-1510,14,0,0,0,0,0,0,0,0,1375,14
742,7,18,1510,E14935-1510T,739,0,0,0,0,0,0,0,0,56100,739
742,7,19,1285,E14967-1285T,414,0,0,0,0,0,0,0,0,33250,414
742,7,20,1495,E14974-1495,709,0,0,0,0,0,0,0,0,53950,709
742,7,21,1495,E14976-1495,482,0,0,0,0,0,0,0,0,37225,482
742,7,22,1285,E14979-1285T,407,1,0,0,0,0,0,0,0,34655,408
742,7,23,1510,E14926-1510,1091,0,0,0,0,0,0,0,0,84525,1091
742,7,24,1270,E14953-1270,559,31,4,14,0,0,14,0,0,50370,608
742,7,25,1255,E14978-1255T,245,0,0,0,0,0,0,0,0,18400,245
742,7,26,1270,E14987-1270T,383,0,0,2,0,0,2,0,0,30035,385
742,7,27,1495,E14981-1495,226,0,0,0,0,0,0,0,0,17925,226
742,7,28,1495,E14986-1495T,1050,0,0,0,0,0,0,0,0,87275,1050
742,7,29,1270,EL823-1270T,15,0,0,0,0,0,0,0,0,1350,15
742,7,30,1270,E15017-1270,230,216,57,139,12,0,151,0,0,54645,654
742,7,31,1495,E15021-1495T,171,0,0,0,0,0,0,0,0,13750,171
742,7,32,1510,E14985-1510T,294,0,0,0,0,0,0,0,0,22400,294
742,7,33,1495,E14962-1495T,228,0,0,0,0,0,0,0,0,17725,228
742,7,34,1270,E14919-1270T,13,5,0,7,0,0,7,0,0,2035,25
742,7,35,1270,E14932-1270T,449,18,0,0,0,0,0,0,0,40115,467
742,7,36,1255,E14973-1255T,82,1,0,0,0,0,0,0,0,6230,83
742,7,37,1510,E15014-1510,726,0,0,0,0,0,0,0,0,56750,726
742,7,38,1495,E15025-1495,156,0,0,0,0,0,0,0,0,12900,156
742,7,39,1270,E15019-1270T,215,20,0,0,0,0,0,0,0,18500,235
742,7,40,1495,E15026-1495,126,0,0,0,0,0,0,0,0,9825,126
742,7,41,1495,E15027-1495,145,0,0,0,0,0,0,0,0,12100,145
742,8,1,1390,other-1390,2,1,0,0,0,0,0,0,0,230,3
742,8,2,1495,East-dump,2,0,0,0,0,0,0,0,0,150,2
742,8,3,1450,West Dump,10,0,0,0,0,0,0,0,0,900,10
742,8,4,1270,E14987-1270T,34,0,0,0,0,0,0,0,0,2925,34
742,8,5,1510,E15014-1510,8,0,0,0,0,0,0,0,0,600,8
742,8,6,1270,E15019-1270T,396,38,0,0,0,0,0,0,0,33365,434
742,8,7,1495,E15026-1495,73,0,0,0,0,0,0,0,0,5825,73
742,8,8,1495,E15027-1495,610,0,0,0,0,0,0,0,0,47300,610
742,8,9,1510,E15024-1510,942,0,0,0,0,0,0,0,0,72275,942
742,8,10,1270,E15020-1270,183,0,0,0,0,0,0,0,0,15350,183
742,8,11,1270,E15032-1270T,182,0,0,0,0,0,0,0,0,15575,182
742,8,12,1495,E15031-1495T,503,0,0,0,0,0,0,0,0,40100,503
742,8,13,1270,E14988-1270,304,7,0,0,0,0,0,0,0,24285,311
742,8,14,1270,E15064-1270T,506,6,0,0,0,0,0,0,0,39630,512
742,8,15,1495,EL835-1495,20,0,0,0,0,0,0,0,0,1500,20
742,8,16,1495,E15036-1495T,557,0,0,0,0,0,0,0,0,45875,557
742,8,17,1255,E15013-1255M,143,169,8,27,0,0,27,0,0,30520,347
742,8,18,1495,E15068-1495,757,0,0,0,0,0,0,0,0,59900,757
742,8,19,1270,E15067-1270,506,0,0,0,0,0,0,0,0,43450,506
742,8,20,1270,EL839-1270,13,0,0,0,0,0,0,0,0,975,13
742,8,21,1495,E15069-1495T,352,0,0,0,0,0,0,0,0,29675,352
742,8,22,1495,E15062-1495T,597,0,0,0,0,0,0,0,0,50350,597
742,8,23,1495,E15091-1495,514,0,0,0,0,0,0,0,0,42775,514
742,8,24,1270,E15070-1270T,422,0,0,0,0,0,0,0,0,32775,422
742,8,25,1495,E15092-1495,417,0,0,0,0,0,0,0,0,34825,417
742,8,26,1270,E15099-1270,306,0,0,0,0,0,0,0,0,25775,306
742,8,27,1270,E15072-1270,397,0,0,0,0,0,0,0,0,33500,397
742,8,28,1495,E15096-1495,543,0,0,0,0,0,0,0,0,45450,543
742,8,29,1270,E15098-1270,278,0,0,0,0,0,0,0,0,22975,278
742,8,30,1495,EL844-1495,122,0,0,0,0,0,0,0,0,10050,122
742,8,31,1495,E15097-1495T,910,0,0,0,0,0,0,0,0,73525,910
742,8,32,1495,E15063-1495T,776,0,0,0,0,0,0,0,0,63625,776
742,8,33,1495,E15113-1495T,343,0,0,0,0,0,0,0,0,27200,343
742,8,34,1495,other-1495y,0,17,0,0,0,0,0,0,0,1785,17
742,8,35,1495,E15107-1495T,246,0,0,0,0,0,0,0,0,20000,246
742,8,36,1495,E15119-1495,641,0,0,0,0,0,0,0,0,49450,641
742,8,37,1270,E15101-1270T,181,0,0,0,0,0,0,0,0,15200,181
742,8,38,1495,E15122-1495,490,0,0,0,0,0,0,0,0,39900,490
742,8,39,1495,E15043-1495,399,0,0,0,0,0,0,0,0,32400,399
742,8,40,1270,E15109-1270T,108,0,0,0,0,0,0,0,0,8550,108
742,8,41,1495,E15103-1495T,301,0,0,0,0,0,0,0,0,24625,301
742,8,42,1495,E15115-1495T,457,0,0,0,0,0,0,0,0,37275,457
742,8,43,1270,E15102-1270T,201,0,0,0,0,0,0,0,0,16725,201
742,8,44,1495,E15106-1495T,152,5,0,0,0,0,0,0,0,12400,157
742,8,45,1270,E15116-1270T,31,0,0,0,0,0,0,0,0,2575,31
742,9,1,1510,other-1510,4780,36,0,0,0,0,0,0,0,376055,4816
742,9,2,1495,other-1495,24,0,0,0,0,0,0,0,0,1975,24
742,9,3,1480,other-1480,1,0,0,0,0,0,0,0,0,75,1
742,9,4,1450,West Dump,52,0,0,0,0,0,0,0,0,3900,52
742,9,5,1255,E14968-1255T,282,76,0,0,0,0,0,0,0,28480,358
